"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"LLM-CARD: Towards a Description and Landscape of Large Language Models","https://scispace.com/paper/llm-card-towards-a-description-and-landscape-of-large-12oznheamdgq","2024","Journal Article","","Shengwei Tian
Lifeng Han
Erick Mendez Guzman
Goran Nenadić","10.48550/arxiv.2409.17011","https://scispace.compdf/llm-card-towards-a-description-and-landscape-of-large-12oznheamdgq.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Automates extraction of LLM names, licences, and applications and visualises them as a graph, but relies on dependency parsing rather than LLMs; lacks prompting, scalability, baseline comparison, and error analysis.","With the rapid growth of the Natural Language Processing (NLP) field, a vast variety of Large Language Models (LLMs) continue to emerge for diverse NLP tasks. As an increasing number of papers are presented, researchers and developers face the challenge of information overload. Thus, it is particularly important to develop a system that can automatically extract and organise key information about LLMs from academic papers (\textbf{LLM model card}). This work is to develop such a pioneer system by using Named Entity Recognition (\textbf{NER}) and Relation Extraction (\textbf{RE}) methods that automatically extract key information about large language models from the papers, helping researchers to efficiently access information about LLMs. These features include model \textit{licence}, model \textit{name}, and model \textit{application}. With these features, we can form a model card for each paper. \textbf{Data-contribution} wise, 106 academic papers were processed by defining three dictionaries - LLMs name, licence, and application. 11,051 sentences were extracted through dictionary lookup, and the dataset was constructed through manual review of the final selection of 129 sentences that have a link between the name and the licence, and 106 sentences that have a link between the model name and the application. Data and code in \textsc{LLM-Card} is openly hosted at \url{https://github.com/shengwei-tian/dependency-parser-visualization} "
"A Few-Shot Approach for Relation Extraction Domain Adaptation using
  Large Language Models","https://scispace.com/paper/a-few-shot-approach-for-relation-extraction-domain-2wm168pq0kkj","2024","Journal Article","","Vanni Zavarella
Juan Carlos Gamero-Salinas
Sergio Consoli","10.48550/arxiv.2408.02377","https://scispace.compdf/a-few-shot-approach-for-relation-extraction-domain-2wm168pq0kkj.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses few‑shot LLM prompting for annotation, then trains a separate RE model; lacks integrated LLM extraction pipeline and detailed KG construction.","Knowledge graphs (KGs) have been successfully applied to the analysis of complex scientific and technological domains, with automatic KG generation methods typically building upon relation extraction models capturing fine-grained relations between domain entities in text. While these relations are fully applicable across scientific areas, existing models are trained on few domain-specific datasets such as SciERC and do not perform well on new target domains. In this paper, we experiment with leveraging in-context learning capabilities of Large Language Models to perform schema-constrained data annotation, collecting in-domain training instances for a Transformer-based relation extraction model deployed on titles and abstracts of research papers in the Architecture, Construction, Engineering and Operations (AECO) domain. By assessing the performance gain with respect to a baseline Deep Learning architecture trained on off-domain data, we show that by using a few-shot learning strategy with structured prompts and only minimal expert annotation the presented approach can potentially support domain adaptation of a science KG generation model. "
"Ontology-Enhanced Knowledge Graph Completion using Large Language Models","https://scispace.com/paper/ontology-enhanced-knowledge-graph-completion-using-large-5z5iwtb6f491","2025","Journal Article","","Guo Wenbin
Wang Xin
Chen, Jiaoyan
Li Zhao
Chen, Zirui","10.48550/arxiv.2507.20643","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs for KG completion, not for extracting entities/relations from text. Provides state‑of‑the‑art benchmark comparisons, but lacks extraction pipeline, prompting details, scalability, or human‑in‑the‑loop analysis.","Large Language Models (LLMs) have been extensively adopted in Knowledge Graph Completion (KGC), showcasing significant research advancements. However, as black-box models driven by deep neural architectures, current LLM-based KGC methods rely on implicit knowledge representation with parallel propagation of erroneous knowledge, thereby hindering their ability to produce conclusive and decisive reasoning outcomes. We aim to integrate neural-perceptual structural information with ontological knowledge, leveraging the powerful capabilities of LLMs to achieve a deeper understanding of the intrinsic logic of the knowledge. We propose an ontology enhanced KGC method using LLMs -- OL-KGC. It first leverages neural perceptual mechanisms to effectively embed structural information into the textual space, and then uses an automated extraction algorithm to retrieve ontological knowledge from the knowledge graphs (KGs) that needs to be completed, which is further transformed into a textual format comprehensible to LLMs for providing logic guidance. We conducted extensive experiments on three widely-used benchmarks -- FB15K-237, UMLS and WN18RR. The experimental results demonstrate that OL-KGC significantly outperforms existing mainstream KGC methods across multiple evaluation metrics, achieving state-of-the-art performance. "
"Large Language Models for Automatic Knowledge Graph Construction From Text Documents: a Materials Science Case Study","https://scispace.com/paper/large-language-models-for-automatic-knowledge-graph-4rinl1jn2ads","2025","Journal Article","","Vladislav Kaverinskiy","10.31274/isudp.2025.197.010","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs with prompt engineering to generate OWL ontologies, but lacks detailed entity/relation extraction steps; includes zero‑shot prompting and iterative refinement, no large‑scale or baseline evaluation.","The presented study investigates the application of large language models (LLMs) in automating the creation of OWL ontologies from scientific articles, focusing on materials science. The research compares the performance of different LLMs, such as GPT-4, Qwen, and DeepSeek, in generating ontologies that capture the essential information and relationships presented in the articles. The study emphasizes the importance of prompt engineering to guide LLMs effectively in this specific domain. Through a series of experiments, the paper demonstrates that while LLMs can produce basic ontologies, there is room for improvement in terms of depth, accuracy, and scalability. The findings suggest that with appropriate prompts and iterative refinement, LLMs have the potential to significantly aid in the creation of knowledge graphs from textual data, thereby enhancing the efficiency and accessibility of scientific information. "
"Text2kgbench: A benchmark for ontology-driven knowledge graph generation from text","https://scispace.com/paper/text2kgbench-a-benchmark-for-ontology-driven-knowledge-graph-3n353u4x5d","2023","Journal Article","arXiv.org","Nandana Mihindukulasooriya
Sanju Mishra Tiwari
Carlos F. Enguix
Kusum Lata","10.48550/arxiv.2308.02357","https://arxiv.org/pdf/2308.02357","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a benchmark evaluating LLMs on entity/relation extraction with ontology constraints, includes baseline comparisons, but does not propose an integrated extraction‑to‑ontology pipeline.","The recent advances in large language models (LLM) and foundation models with emergent capabilities have been shown to improve the performance of many NLP tasks. LLMs and Knowledge Graphs (KG) can complement each other such that LLMs can be used for KG construction or completion while existing KGs can be used for different tasks such as making LLM outputs explainable or fact-checking in Neuro-Symbolic manner. In this paper, we present Text2KGBench, a benchmark to evaluate the capabilities of language models to generate KGs from natural language text guided by an ontology. Given an input ontology and a set of sentences, the task is to extract facts from the text while complying with the given ontology (concepts, relations, domain/range constraints) and being faithful to the input sentences. We provide two datasets (i) Wikidata-TekGen with 10 ontologies and 13,474 sentences and (ii) DBpedia-WebNLG with 19 ontologies and 4,860 sentences. We define seven evaluation metrics to measure fact extraction performance, ontology conformance, and hallucinations by LLMs. Furthermore, we provide results for two baseline models, Vicuna-13B and Alpaca-LoRA-13B using automatic prompt generation from test cases. The baseline results show that there is room for improvement using both Semantic Web and Natural Language Processing techniques. "
"Integrated application of LLM model and knowledge graph in medical text mining and knowledge extraction","https://scispace.com/paper/integrated-application-of-llm-model-and-knowledge-graph-in-1v9jieqfjn4y","2024","Journal Article","Social Medicine and Health Management","J Yang","10.23977/socmhm.2024.050208","http://166.62.7.99/assets/default/article/2024/09/14/article_1726289646.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM‑KG integration to boost medical QA accuracy and compares against KBQA and single‑LLM baselines, but does not describe automated entity/relation extraction or ontology construction pipelines.",": This article proposes an innovative comprehensive framework that deeply integrates Large Language Models (LLM) with Knowledge Graphs (KG) to meet the urgent need for high-quality professional knowledge in medical question answering systems. We have fully utilized the triplet data structure of the knowledge graph, which effectively enhances the professional knowledge foundation of LLM in the medical field and significantly enhances its explanatory power. By accurately aligning the output of LLM with relevant information in KG, this method achieves dual verification and enhancement of model output accuracy and consistency, greatly improving the security and reliability of medical question answering systems. The experimental results show that the method proposed in this article exhibits significant advantages in accuracy and reliability compared to traditional knowledge base question answering (KBQA) systems and single LLM methods. This achievement provides a more efficient and accurate solution for the field of medical knowledge services, and this study also demonstrates the enormous potential and prospects of integrating LLM and KG in medical text mining and knowledge extraction."
"Leveraging Knowledge Graph Embeddings to Enhance Contextual
  Representations for Relation Extraction","https://scispace.com/paper/leveraging-knowledge-graph-embeddings-to-enhance-contextual-27ht30va","2023","Posted Content","","","10.48550/arxiv.2306.04203","https://scispace.com/pdf/leveraging-knowledge-graph-embeddings-to-enhance-contextual-27ht30va.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses KG embeddings to enrich relation extraction, compares against strong baselines, but lacks LLM‑based extraction pipeline, detailed entity/relation methods, prompting, scalability, or human‑in‑the‑loop components.","Relation extraction task is a crucial and challenging aspect of Natural Language Processing. Several methods have surfaced as of late, exhibiting notable performance in addressing the task; however, most of these approaches rely on vast amounts of data from large-scale knowledge graphs or language models pretrained on voluminous corpora. In this paper, we hone in on the effective utilization of solely the knowledge supplied by a corpus to create a high-performing model. Our objective is to showcase that by leveraging the hierarchical structure and relational distribution of entities within a corpus without introducing external knowledge, a relation extraction model can achieve significantly enhanced performance. We therefore proposed a relation extraction approach based on the incorporation of pretrained knowledge graph embeddings at the corpus scale into the sentence-level contextual representation. We conducted a series of experiments which revealed promising and very interesting results for our proposed approach.The obtained results demonstrated an outperformance of our method compared to context-based relation extraction models. "
"Enhancing Document-Level Relation Extraction by Entity Knowledge Injection","https://scispace.com/paper/enhancing-document-level-relation-extraction-by-entity-1i2ve7lf","2022","Book Chapter","","Wei Hu","10.1007/978-3-031-19433-7_3","https://scispace.com/pdf/enhancing-document-level-relation-extraction-by-entity-1i2ve7lf.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Improves document-level RE via KG injection and baseline comparisons, but lacks LLM use, entity extraction details, ontology construction, or prompting strategies.","Document-level relation extraction (RE) aims to identify the relations between entities throughout an entire document. It needs complex reasoning skills to synthesize various knowledge such as coreferences and commonsense. Large-scale knowledge graphs (KGs) contain a wealth of real-world facts, and can provide valuable knowledge to document-level RE. In this paper, we propose an entity knowledge injection framework to enhance current document-level RE models. Specifically, we introduce coreference distillation to inject coreference knowledge, endowing an RE model with the more general capability of coreference reasoning. We also employ representation reconciliation to inject factual knowledge and aggregate KG representations and document representations into a unified space. The experiments on two benchmark datasets validate the generalization of our entity knowledge injection framework and the consistent improvement to several document-level RE models. "
"Enhancing Document-level Relation Extraction by Entity Knowledge
  Injection","https://scispace.com/paper/enhancing-document-level-relation-extraction-by-entity-1l0zks0x","2022","Posted Content","","","10.48550/arxiv.2207.11433","https://scispace.com/pdf/enhancing-document-level-relation-extraction-by-entity-1l0zks0x.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses knowledge injection for document RE, not LLM-driven; lacks integrated ontology pipeline; includes baseline comparisons; no prompting or scalability details.","Document-level relation extraction (RE) aims to identify the relations between entities throughout an entire document. It needs complex reasoning skills to synthesize various knowledge such as coreferences and commonsense. Large-scale knowledge graphs (KGs) contain a wealth of real-world facts, and can provide valuable knowledge to document-level RE. In this paper, we propose an entity knowledge injection framework to enhance current document-level RE models. Specifically, we introduce coreference distillation to inject coreference knowledge, endowing an RE model with the more general capability of coreference reasoning. We also employ representation reconciliation to inject factual knowledge and aggregate KG representations and document representations into a unified space. The experiments on two benchmark datasets validate the generalization of our entity knowledge injection framework and the consistent improvement to several document-level RE models. "
"The State of the Art Large Language Models for Knowledge Graph Construction from Text: Techniques, Tools, and Challenges","https://scispace.com/paper/the-state-of-the-art-large-language-models-for-knowledge-o3eozf87ie8t","2024","Repository","","D'Souza, Jennifer
Mihindukulasooriya Nandana","10.5281/zenodo.11467819","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey reviews LLM‑based KG construction techniques but does not present an integrated pipeline, detailed entity/relation methods, or implementation specifics.","Knowledge graphs (KG) play a crucial role in many modern applications. Industrial knowledge is scattered in large volumes of both structured and unstructured data sources and bringing them to a unified knowledge graph can bring a lot of value. However, automatically constructing a KG from natural language text is challenging due the ambiguity and impreciseness of the natural languages. Recently, many approaches have been proposed to transform natural language text to triples to construct KGs. Out of those, approaches based on large language models (LLMs) are predominantly leading in many subtasks related to knowledge graph construction such as entity and relation extraction. In this presentation, we will focus on the state of the art of -LLM-based methods, techniques and tools for constructing knowledge graphs from text, their capabilities, limitations and current challenges. It aims to summarize the research progress over the KG construction from text with a specific focus on the information acquisition branch entailing entity and relation extraction covering the state of the art transformer methods and tools. This will be useful for any practitioner who is interested in building knowledge graphs for their organizations. "
"Workshop on Enterprise Knowledge Graphs using Large Language Models","https://scispace.com/paper/workshop-on-enterprise-knowledge-graphs-using-large-language-va6gc9kwqi","2023","Book","","Srinath Srinivasa","10.1145/3583780.3615301","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a workshop agenda; no concrete LLM‑based extraction pipeline, entity/relation methods, or graph construction details are presented.","Knowledge graphs are used for organizing and connecting individual entities to integrate the information extracted from different data sources. Typically, knowledge graphs are used to connect various real-world entities like persons, places, things, actions, etc. For the knowledge graphs created using the enterprise data, the knowledge graph entities can be of different types-static entities (e.g., people, projects), communication entities (e.g., emails, meetings, documents), derived entities (e.g., rules, definitions, entities from emails), etc. The graphs are used to connect these entities with enriched context (as edges and node attributes) and used for powering various search and recommendations applications. With the advent of large language models, the whole lifecycle of knowledge graphs involving -information extraction, graph construction, application of graphs, querying knowledge graphs, using the graph for recommendations, etc., - is impacted. With large language models such as GPT, LLaMA, PALM, etc., entity and relationship extraction can be improved. Similarly, one can answer different types of queries with the help of LLMs which were very difficult without them. This workshop is about improving the enterprise knowledge graphs and its applications using large language models. Enterprise graphs can be of different scopes-whether they contain data from individual users/customers, a sub-organization, or the whole enterprise. This workshop will also cover various privacy and access control related issues which are typical for any enterprise graph. These include privacy preserving federated learning, using LLMs to extract information from private data, querying the knowledge graph in a privacy preserving manner, etc."
"Traditional Chinese Medicine Knowledge Graph Construction Based on Large Language Models","https://scispace.com/paper/traditional-chinese-medicine-knowledge-graph-construction-2ejgvf420z","2024","Journal Article","Electronics","Yichong Zhang
Yongtao Hao","10.3390/electronics13071395","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to embed TCM data and generate a knowledge graph, mentions entity and relation extraction but lacks detailed pipeline, prompting strategies, scalability tests, baseline comparisons, or error analysis.","This study explores the use of large language models in constructing a knowledge graph for Traditional Chinese Medicine (TCM) to improve the representation, storage, and application of TCM knowledge. The knowledge graph, based on a graph structure, effectively organizes entities, attributes, and relationships within the TCM domain. By leveraging large language models, we collected and embedded substantial TCM–related data, generating precise representations transformed into a knowledge graph format. Experimental evaluations confirmed the accuracy and effectiveness of the constructed graph, extracting various entities and their relationships, providing a solid foundation for TCM learning, research, and application. The knowledge graph has significant potential in TCM, aiding in teaching, disease diagnosis, treatment decisions, and contributing to TCM modernization. In conclusion, this paper utilizes large language models to construct a knowledge graph for TCM, offering a vital foundation for knowledge representation and application in the field, with potential for future expansion and refinement."
"A Novel Table-to-Graph Generation Approach for Document-Level Joint Entity and Relation Extraction","https://scispace.com/paper/a-novel-table-to-graph-generation-approach-for-document-3vrss3iyoz","2023","Journal Article","","Ruoyu Zhang
Yanzeng Li
Lina Zou","10.18653/v1/2023.acl-long.607","https://scispace.compdf/a-novel-table-to-graph-generation-approach-for-document-3vrss3iyoz.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses table‑to‑graph generation to jointly extract entities and relations, then builds graphs, but relies on BERT/R‑GCN, not LLMs; lacks LLM‑centric extraction, prompting, scalability, and detailed ontology integration.","Document-level relation extraction (DocRE)aims to extract relations among entities within a document, which is crucial for applications like knowledge graph construction.Existing methods usually assume that entities and their mentions are identified beforehand, which falls short of real-world applications.To overcome this limitation, we propose TAG, a novel tableto-graph generation model for joint extraction of entities and relations at document-level.To enhance the learning of task dependencies, TAG induces a latent graph among mentions, with different types of edges indicating different task information, which is further broadcast with a relational graph convolutional network.To alleviate the error propagation problem, we adapt the hierarchical agglomerative clustering algorithm to back-propagate task information at decoding stage.Experiments on the benchmark dataset, DocRED, demonstrate that TAG surpasses previous methods by a large margin and achieves state-of-the-art results 1 . "
"Hybrid Context Retrieval Augmented Generation Pipeline: LLM-Augmented
  Knowledge Graphs and Vector Database for Accreditation Reporting Assistance","https://scispace.com/paper/hybrid-context-retrieval-augmented-generation-pipeline-llm-2raj1ecmkt","2024","Preprint","","Clare Edwards","10.48550/arxiv.2405.15436","https://scispace.compdf/hybrid-context-retrieval-augmented-generation-pipeline-llm-2raj1ecmkt.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLM‑augmented KG construction modules (entity discovery, relation extraction) but stops at describing components; lacks a unified extraction‑to‑ontology pipeline, detailed prompting strategies, scalability tests, baseline comparisons, or error‑analysis.","In higher education, accreditation is a quality assurance process, where an institution demonstrates a commitment to delivering high quality programs and services to their students. For business schools nationally and internationally the Association to Advance Collegiate Schools of Business (AACSB) accreditation is the gold standard. For a business school to receive and subsequently maintain accreditation, the school must undertake a rigorous, time consuming reporting and peer review process, to demonstrate alignment with the AACSB Standards. For this project we create a hybrid context retrieval augmented generation pipeline that can assist in the documentation alignment and reporting process necessary for accreditation. We implement both a vector database and knowledge graph, as knowledge stores containing both institutional data and AACSB Standard data. The output of the pipeline can be used by institution stakeholders to build their accreditation report, dually grounded by the context from the knowledge stores. To develop our knowledge graphs we utilized both a manual construction process as well as an LLM Augmented Knowledge Graph approach. We evaluated the pipeline using the RAGAs framework and observed optimal performance on answer relevancy and answer correctness metrics. "
"Triplétoile: Extraction of knowledge from microblogging text","https://scispace.com/paper/tripletoile-extraction-of-knowledge-from-microblogging-text-439utfdgou","2024","Journal Article","Heliyon","Vanni Zavarella
Sergio Consoli
Diego Reforgiato Recupero
Gianni Fenu
Simone Angioni
Davide Buscaldi
Danilo Dessı̀
Francesco Osborne","10.1016/j.heliyon.2024.e32479","https://scispace.compdf/tripletoile-extraction-of-knowledge-from-microblogging-text-439utfdgou.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses traditional IE (NER, clustering, embeddings) without LLMs; no integrated LLM pipeline for entity/relation extraction or ontology construction; lacks prompting, scalability, baseline comparison, and error‑analysis features.","Numerous methods and pipelines have recently emerged for the automatic extraction of knowledge graphs from documents such as scientific publications and patents. However, adapting these methods to incorporate alternative text sources like micro-blogging posts and news has proven challenging as they struggle to model open-domain entities and relations, typically found in these sources. In this paper, we propose an enhanced information extraction pipeline tailored to the extraction of a knowledge graph comprising open-domain entities from micro-blogging posts on social media platforms. Our pipeline leverages dependency parsing and classifies entity relations in an unsupervised manner through hierarchical clustering over word embeddings. We provide a use case on extracting semantic triples from a corpus of 100 thousand tweets about digital transformation and publicly release the generated knowledge graph. On the same dataset, we conduct two experimental evaluations, showing that the system produces triples with precision over 95% and outperforms similar pipelines of around 5% in terms of precision, while generating a comparatively higher number of triples. "
"Research trends for the interplay between large language models and knowledge graphs","https://scispace.com/paper/research-trends-for-the-interplay-between-large-language-266l5zilo7","2024","Preprint","","Hanieh Khorashadizadeh
Fatima Amara
Morteza Kamaladdini Ezzabady
Frédéric Ieng
Sanju Tiwari
Nandana Mihindukulasooriya
Jinghua Groppe
Soror Sahri
Farah Benamara
Sven Groppe","10.48550/arxiv.2406.08223","https://arxiv.org/pdf/2406.08223?","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey discusses LLM‑KG interactions but provides no integrated pipeline, entity/relation extraction method, or ontology construction details; lacks experimental evaluation and prompting specifics.","This survey investigates the synergistic relationship between Large Language Models (LLMs) and Knowledge Graphs (KGs), which is crucial for advancing AI's capabilities in understanding, reasoning, and language processing. It aims to address gaps in current research by exploring areas such as KG Question Answering, ontology generation, KG validation, and the enhancement of KG accuracy and consistency through LLMs. The paper further examines the roles of LLMs in generating descriptive texts and natural language queries for KGs. Through a structured analysis that includes categorizing LLM-KG interactions, examining methodologies, and investigating collaborative uses and potential biases, this study seeks to provide new insights into the combined potential of LLMs and KGs. It highlights the importance of their interaction for improving AI applications and outlines future research directions. "
"Knowledge Graph: A Survey","https://scispace.com/paper/knowledge-graph-a-survey-35glaupz","2023","Journal Article","Journal of Robotics and Automation Research","","10.33140/jrar.04.02.01","https://scispace.com/pdf/knowledge-graph-a-survey-35glaupz.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses graph convolutional networks, not LLMs, for event extraction; lacks LLM‑based entity/relation extraction, prompting, scalability, baseline comparison, or human‑in‑the‑loop analysis.","This survey discusses the concept of knowledge graphs, including their construction, extraction, and applications. Various tools such as Zotero, Web of Science, Google Scholar, EndNote, and VosViewer are used to analyze and visualize collected data. A Boolean query mechanism ensures the gathered material is relevant to the study. The discussion includes studies on relation extraction using graph neural networks, the application of knowledge graphs in biomedical research, and the use of knowledge graph embedding in healthcare. These studies highlight the growing importance of knowledge graphs in managing and representing complex information. Notable studies discussed include the role of knowledge graphs in connecting related medical information, the application of knowledge graph technology in healthcare, and the potential benefits and limitations of using knowledge graph embedding in biomedical data analysis. This survey paper provides valuable insights into the growing importance of knowledge graphs in managing and representing complex information and how they can help provide new insights into various fields. It suggests potential future directions for research in this area, highlighting the importance of continued exploration and innovation to realize the potential of knowledge graphs fully"
"Ontology-based BERT model for automated information extraction from geological hazard reports","https://scispace.com/paper/ontology-based-bert-model-for-automated-information-2zt9ub44or","2023","Journal Article","Journal of Earth Science","Miao Tian
Yongjian Tan
Qinjun Qiu
Rong Huang","10.1007/s12583-022-1724-z","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses BERT‑BiGRU‑CRF for NER, but not an LLM pipeline; lacks relation extraction, ontology construction, prompting, scalability, baseline comparison, and error‑analysis components.",""
"Knowledge graphs and their reciprocal relationship with large language models","https://scispace.com/paper/knowledge-graphs-and-their-reciprocal-relationship-with-sg8zbl73l7lq","2025","Journal Article","Machine learning and knowledge extraction","Ramandeep Singh Dehal
Mehak Sharma
Enayat Rajabi","10.3390/make7020038","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses LLMs for entity/relation extraction and mentions KG integration, but lacks a concrete, end‑to‑end pipeline, detailed prompting strategies, scalability tests, baseline comparisons, or error‑analysis components.",""
"A Quick Prototype for Assessing OpenIE Knowledge Graph-Based Question-Answering Systems","https://scispace.com/paper/a-quick-prototype-for-assessing-openie-knowledge-graph-based-3fdxmpkc","2023","Journal Article","Information","Thomas Hockey","10.3390/info14030186","https://scispace.com/pdf/a-quick-prototype-for-assessing-openie-knowledge-graph-based-3fdxmpkc.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper centers on OpenIE and KG embedding techniques without employing LLMs for entity or relation extraction, and lacks integrated LLM‑driven pipeline, prompting, scalability, baseline evaluation, or human‑in‑the‑loop analysis.","Due to the rapid growth of knowledge graphs (KG) as representational learning methods in recent years, question-answering approaches have received increasing attention from academia and industry. Question-answering systems use knowledge graphs to organize, navigate, search and connect knowledge entities. Managing such systems requires a thorough understanding of the underlying graph-oriented structures and, at the same time, an appropriate query language, such as SPARQL, to access relevant data. Natural language interfaces are needed to enable non-technical users to query ever more complex data. The paper proposes a question-answering approach to support end users in querying graph-oriented knowledge bases. The system pipeline is composed of two main modules: one is dedicated to translating a natural language query submitted by the user into a triple of the form &lt;subject, predicate, object&gt;, while the second module implements knowledge graph embedding (KGE) models, exploiting the previous module triple and retrieving the answer to the question. Our framework delivers a fast OpenIE-based knowledge extraction system and a graph-based answer prediction model for question-answering tasks. The system was designed by leveraging existing tools to accomplish a simple prototype for fast experimentation, especially across different knowledge domains, with the added benefit of reducing development time and costs. The experimental results confirm the effectiveness of the proposed system, which provides promising performance, as assessed at the module level. In particular, in some cases, the system outperforms the literature. Finally, a use case example shows the KG generated by user questions in a graphical interface provided by an ad-hoc designed web application. "
"Accelerating Knowledge Graph and Ontology Engineering with Large
  Language Models","https://scispace.com/paper/accelerating-knowledge-graph-and-ontology-engineering-with-l1k5ld36curh","2024","Journal Article","","Cogan Shimizu
Pascal Hitzler","10.48550/arxiv.2411.09601","https://scispace.compdf/accelerating-knowledge-graph-and-ontology-engineering-with-l1k5ld36curh.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper is a position overview of LLM potential for KG/ontology tasks; lacks concrete extraction pipeline, entity/relation methods, evaluation, or scalability details.","Large Language Models bear the promise of significant acceleration of key Knowledge Graph and Ontology Engineering tasks, including ontology modeling, extension, modification, population, alignment, as well as entity disambiguation. We lay out LLM-based Knowledge Graph and Ontology Engineering as a new and coming area of research, and argue that modular approaches to ontologies will be of central importance. "
"Ontology Matching with Knowledge Retrieval and Efficient Large Language Models","https://scispace.com/paper/Y7tmmDE3VoQJ","","","","L Nguyen","","https://etd.ohiolink.edu/acprod/odb_etd/ws/send_file/send?accession=case1751987504689716&disposition=inline","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs for entity/relation extraction but lacks integrated ontology construction pipeline; limited details on prompting, scalability, evaluation, and error analysis.",""
"Knowledge graph construction: Extraction, learning, and evaluation","https://scispace.com/paper/knowledge-graph-construction-extraction-learning-and-0wgker2uoq9x","2025","Journal Article","Applied Sciences","Seungmin Choi
Yuchul Jung","10.3390/app15073727","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper details KG construction and evaluation, but relies on BERT rather than LLMs; lacks LLM-driven extraction, prompting, and scalability, though includes KG integration and baseline comparisons.",""
"From Text to Knowledge Graph: Comparing Relation Extraction Methods in a Practical Context.","https://scispace.com/paper/PwA8iPZv6-YJ","","","","RM Bakker
DL Di Scala","","https://scholarlypublications.universiteitleiden.nl/access/item%3A4283602/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Compares GPT‑based RE to baselines, shows KG extraction, but lacks a full LLM‑centric pipeline and detailed ontology integration.",""
"Automated code compliance checking research based on BIM and knowledge graph","https://scispace.com/paper/automated-code-compliance-checking-research-based-on-bim-and-mq1b8g1f","2023","Journal Article","Dental science reports","Jun Long Peng","10.1038/s41598-023-34342-1","https://scispace.com/pdf/automated-code-compliance-checking-research-based-on-bim-and-mq1b8g1f.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses CRF for entity/property extraction and KG construction; no LLMs, relation extraction, prompting, scalability tests, baselines, or error analysis.","Automated code compliance checking plays an important role in moving the construction industry forward. While traditional drawing review relies on the identification of industry experts, the purpose of this study is to realize automatic code review by using BIM technology and knowledge graph technology. The method is based on knowledge graph to transform the specification provisions involved in the review of drawings into a computer-recognizable structured language using natural language processing technology to form a human-machine-readable knowledge graph pattern. For the review of BIM models, the BIM model information is exported and the global resource description framework of the building model is obtained in protégé, and the review report is finally obtained after mapping rules and review rules. Finally, the feasibility of the method is verified by an example. This study can effectively solve the problems of ""manual dependency"" and ""inefficiency"" in the process of review. "
