"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Introduction","https://scispace.com/paper/introduction-1qae7s30oq","2024","Journal Article","","Mehrzad Tabatabaian","10.1515/9781501518898-002","https://scispace.compdf/introduction-1qae7s30oq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides only a historical overview of LLMs and GPT; lacks any ontology tool, visual editor, LLM‑generated ontology, evaluation, code release, or pipeline case study.",""
"Impending Success or Failure? An Investigation of Gaze-Based User Predictions During Interaction with Ontology Visualizations","https://scispace.com/paper/impending-success-or-failure-an-investigation-of-gaze-based-3mnmupv4","2022","Proceedings Article","International Working Conference on Advanced Visual Interfaces","Bo Fu
Ben Steichen","10.1145/3531073.3531081","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses eye‑gaze data to predict user success on ontology visualizations; conducts user experiments but lacks LLM generation, editing tool, or pipeline integration.","Designing and developing innovative visualizations to assist humans in the process of generating and understanding complex semantic data has become an important element in supporting effective human-ontology interaction, as visual cues are likely to provide clarity, promote insight, and amplify cognition. While recent research has indicated potential benefits of applying novel adaptive technologies, typical ontology visualization techniques have traditionally followed a one-size-fits-all approach that often ignores an individual user's preferences, abilities, and visual needs. In an effort to realize adaptive ontology visualization, this paper presents a potential solution to predict a user's likely success and failure in real time, and prior to task completion, by applying established machine learning models on eye gaze generated during an interactive session. These predictions are envisioned to inform future adaptive ontology visualizations that could potentially adjust its visual cues or recommend alternative visualizations in real time to improve individual user success. This paper presents findings from a series of experiments to demonstrate the feasibility of gaze-based success and failure predictions in real time that can be achieved with a number of off-the-shelf classifiers without the need of expert configurations in the presence of mixed user backgrounds and task domains across two commonly used fundamental ontology visualization techniques."
"A Survey of Large Language Models","https://scispace.com/paper/a-survey-of-large-language-models-1dk3470p","2023","Posted Content","","","10.48550/arxiv.2303.18223","https://scispace.com/pdf/a-survey-of-large-language-models-1dk3470p.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey of LLMs provides overview and update logs, but lacks any ontology tool, visual editor, LLM‑generated ontology components, user studies, code release, or pipeline case studies.","Language is essentially a complex, intricate system of human expressions governed by grammatical rules. It poses a significant challenge to develop capable AI algorithms for comprehending and grasping a language. As a major approach, language modeling has been widely studied for language understanding and generation in the past two decades, evolving from statistical language models to neural language models. Recently, pre-trained language models (PLMs) have been proposed by pre-training Transformer models over large-scale corpora, showing strong capabilities in solving various NLP tasks. Since researchers have found that model scaling can lead to performance improvement, they further study the scaling effect by increasing the model size to an even larger size. Interestingly, when the parameter scale exceeds a certain level, these enlarged language models not only achieve a significant performance improvement but also show some special abilities that are not present in small-scale language models. To discriminate the difference in parameter scale, the research community has coined the term large language models (LLM) for the PLMs of significant size. Recently, the research on LLMs has been largely advanced by both academia and industry, and a remarkable progress is the launch of ChatGPT, which has attracted widespread attention from society. The technical evolution of LLMs has been making an important impact on the entire AI community, which would revolutionize the way how we develop and use AI algorithms. In this survey, we review the recent advances of LLMs by introducing the background, key findings, and mainstream techniques. In particular, we focus on four major aspects of LLMs, namely pre-training, adaptation tuning, utilization, and capacity evaluation. Besides, we also summarize the available resources for developing LLMs and discuss the remaining issues for future directions. "
"Accelerating Knowledge Graph and Ontology Engineering with Large Language Models","https://scispace.com/paper/accelerating-knowledge-graph-and-ontology-engineering-with-rxy8t3gtimsm","","","","Cogan Shimizu
Pascal Hitzler","10.1016/j.websem.2025.100862","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper surveys LLM potential for KG/ontology tasks; does not present a concrete tool, visual editor, user study, open‑source code, or pipeline case study.","Large Language Models bear the promise of significant acceleration of key Knowledge Graph and Ontology Engineering tasks, including ontology modeling, extension, modification, population, alignment, as well as entity disambiguation. We lay out LLM-based Knowledge Graph and Ontology Engineering as a new and coming area of research, and argue that modular approaches to ontologies will be of central importance."
"A Survey on Memory-Efficient Large-Scale Model Training in AI for
  Science","https://scispace.com/paper/a-survey-on-memory-efficient-large-scale-model-training-in-5zy86buogp9j","2025","Journal Article","","Kaiyuan Tian
Linbo Qiao
Baihui Liu
Gangyi Jiang
Dongsheng Li","10.48550/arxiv.2501.11847","https://scispace.compdf/a-survey-on-memory-efficient-large-scale-model-training-in-5zy86buogp9j.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey focuses on memory‑efficient training of large models; contains no ontology tool, visual editor, LLM‑generated ontology, user studies, or integration case studies.","Scientific research faces high costs and inefficiencies with traditional methods, but the rise of deep learning and large language models (LLMs) offers innovative solutions. This survey reviews LLM applications across scientific fields such as biology, medicine, chemistry, and meteorology, underscoring their role in advancing research. However, the continuous expansion of model size has led to significant memory demands, hindering further development and application of LLMs for science. To address this, we review memory-efficient training techniques for LLMs based on the transformer architecture, including distributed training, mixed precision training, and gradient checkpointing. Using AlphaFold 2 as an example, we demonstrate how tailored memory optimization methods can reduce storage needs while preserving prediction accuracy. We also discuss the challenges of memory optimization in practice and potential future directions, hoping to provide valuable insights for researchers and engineers. "
"Architectural Suggestions for Ontology Management","https://scispace.com/paper/architectural-suggestions-for-ontology-management-4fdtm1l7wg69","2024","Journal Article","EFSA supporting publications","Yannis Tzitzikas
Yannis Marketakis
Michalis Mountantonakis
Pavlos Fafalios
Maria Theodoridou
Anastasia Axaridou
Athina Kritsotaki
Chryssoula Bekiari","10.2903/sp.efsa.2024.en-9118","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides architectural guidelines and tool surveys for ontology management; lacks a concrete LLM‑driven tool, visual editor, user evaluation, open‑source code, or AI‑agent integration.","Abstract This document describes the steps that required for creating and maintaining an ontology; for exploiting an ontology in order to describe data from one or more data sources; and for developing services and applications that provide unified access and insightful analysis on the data. The document provides the state of the art of the various tools and software components that exist and can be used for carrying out various tasks of the overall process. The components are grouped based on their intended use and for each one of them a concise description, as well as other useful details (i.e. if they are open‐source, their license, etc.), are provided. For each step or task, the involved software components are also described in a table presenting their details with respect to various dimensions (e.g. open‐source, license, available online, key advantages, etc.), in order to enable their quick comparison. Moreover, successful examples of semantic data integration are presented, i.e., for cases where a top‐level ontology is used for integrating data for the cultural and biodiversity domain, and services for large‐scale semantic data integration (including hundreds of datasets from several domains). Furthermore, it provides the high‐level architectural suggestions that can be used as a basis for the actual implementation of any ontology‐based system; the described processes and tools can be exploited for the development of the ontology‐based functionality. Finally, it offers the adaptations of the proposed architecture for the EFSA case studies, by providing details about their components and indicative pipelines and tools. "
"Automated Review Generation Method Based on Large Language Models","https://scispace.com/paper/automated-review-generation-method-based-on-large-language-5tg9h4a5wds9","2024","Journal Article","","Shican Wu
Xiao Ma
Dee Luo
Lulu Li
Xiangcheng Shi
Xin Chang
Xiaoyun Lin
Ran Luo
Chunlei Pei
Zhi‐Jian Zhao
Jinlong Gong","10.48550/arxiv.2407.20906","https://scispace.compdf/automated-review-generation-method-based-on-large-language-5tg9h4a5wds9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on automated literature review generation using LLMs; no ontology creation, visual editing, or AI‑agent pipeline integration discussed.","Literature research, vital for scientific advancement, is overwhelmed by the vast ocean of available information. Addressing this, we propose an automated review generation method based on Large Language Models (LLMs) to streamline literature processing and reduce cognitive load. In case study on propane dehydrogenation (PDH) catalysts, our method swiftly generated comprehensive reviews from 343 articles, averaging seconds per article per LLM account. Extended analysis of 1041 articles provided deep insights into catalysts' composition, structure, and performance. Recognizing LLMs' hallucinations, we employed a multi-layered quality control strategy, ensuring our method's reliability and effective hallucination mitigation. Expert verification confirms the accuracy and citation integrity of generated reviews, demonstrating LLM hallucination risks reduced to below 0.5% with over 95% confidence. Released Windows application enables one-click review generation, aiding researchers in tracking advancements and recommending literature. This approach showcases LLMs' role in enhancing scientific research productivity and sets the stage for further exploration. "
"BioHackJP 2023 Report R1:Improving phenotype ontology interoperability","https://scispace.com/paper/biohackjp-2023-report-r1-improving-phenotype-ontology-3tlu7qsu8i","2024","Preprint","","Eisuke Dohi
Tatsuya Kushida
Yuki Yamagata
Terue Takatsuki
Jae‐Moon Shin
Hiroshi Masuya
Thomas Liener
Robert Hoehndorf","10.37044/osf.io/d27fw","https://scispace.compdf/biohackjp-2023-report-r1-improving-phenotype-ontology-3tlu7qsu8i.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions future LLM integration for phenotype ontologies but provides no actual tool, visual editor, evaluation, open‑source code, or pipeline case study.","Ontologies play a crucial role in data management and especially in life science, they have been indispensable for decades as the complexity of life science data requires rigor. Biomedical ontologies often undergo change and improvement, as e.g. disease and phenotype ontologies develop constantly along with our scientific understanding. In order to bridge the gap between ontologies and annotated datasets and thus to semantically enable applications and datasets to retrieve insights and improve interoperability, ontology mapping plays a key role.To implement a sophisticated search supported by semantics, interoperability to address cross-disciplinary needs is crucial. In this paper we focus on different aspects of interoperability of ontologies, especially in the phenotype and disease domain and how they could be improved. During the BioHackJP 2023, a variety of approaches were discussed and evaluated. In this paper, we report overviews of the result of each investigation including, 1: Linguistic and Social Interoperability, 2: Technical and Structural Interoperability, 3: Ontology Alignments and Mappings, 4: Use of Large Language Models (LLMs), 5: Model Mice Exploration, and discuss future works to address these challenges. "
"Automated Taxonomy Construction Using Large Language Models: A Comparative Study of Fine-Tuning and Prompt Engineering","https://scispace.com/paper/automated-taxonomy-construction-using-large-language-models-fwhvahsttwxv","2025","Journal Article","Eng","Binh Vu
Bao Khanh Nguyen
Sina Mehraeen
Matthias Hemmje","10.3390/eng6110283","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on automated taxonomy creation via fine‑tuning and prompting LLMs; lacks ontology tool, visual editor, user studies, open‑source code, and AI‑agent integration.","Taxonomies provide essential hierarchical structures for classifying information, enabling effective retrieval and knowledge organization in diverse domains such as e-commerce, academic research, and web search. Traditional taxonomy construction, heavily reliant on manual curation by domain experts, faces significant challenges in scalability, cost, and consistency when dealing with the exponential growth of digital data. Recent advancements in Large Language Models (LLMs) and Natural Language Processing (NLP) present powerful opportunities for automating this complex process. This paper explores the potential of LLMs for automated taxonomy generation, focusing on methodologies incorporating semantic embedding generation, keyword extraction, and machine learning clustering algorithms. We specifically investigate and conduct a comparative analysis of two primary LLM-based approaches using a dataset of eBay product descriptions. The first approach involves fine-tuning a pre-trained LLM using structured hierarchical data derived from chain-of-layer clustering outputs. The second employs prompt-engineering techniques to guide LLMs in generating context-aware hierarchical taxonomies based on clustered keywords without explicit model retraining. Both methodologies are evaluated for their efficacy in constructing organized multi-level hierarchical taxonomies. Evaluation using semantic similarity metrics (BERTScore and Cosine Similarity) against a ground truth reveals that the fine-tuning approach yields higher overall accuracy and consistency (BERTScore F1: 70.91%; Cosine Similarity: 66.40%) compared to the prompt-engineering approach (BERTScore F1: 61.66%; Cosine Similarity: 60.34%). We delve into the inherent trade-offs between these methods concerning semantic fidelity, computational resource requirements, result stability, and scalability. Finally, we outline potential directions for future research aimed at refining LLM-based taxonomy construction systems to handle large dynamic datasets with enhanced accuracy, robustness, and granularity. "
"Fuzzy Ontology Embeddings and Visual Query Building for Ontology Exploration","https://scispace.com/paper/fuzzy-ontology-embeddings-and-visual-query-building-for-tj24jkd9i90c","2025","Journal Article","arXiv.org","Vladimir Zhurov
John Kausch
Kamran Sedig
Mostafa Milani","10.48550/arxiv.2508.08128","https://scispace.compdf/fuzzy-ontology-embeddings-and-visual-query-building-for-tj24jkd9i90c.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on fuzzy ontology embeddings and visual query building; lacks LLM generation, full ontology engineering features, non‑technical visual editor, user studies, open‑source code, or AI‑agent pipeline integration.","Ontologies play a central role in structuring knowledge across domains, supporting tasks such as reasoning, data integration, and semantic search. However, their large size and complexity, particularly in fields such as biomedicine, computational biology, law, and engineering, make them difficult for non-experts to navigate. Formal query languages such as SPARQL offer expressive access but require users to understand the ontology's structure and syntax. In contrast, visual exploration tools and basic keyword-based search interfaces are easier to use but often lack flexibility and expressiveness. We introduce FuzzyVis, a proof-of-concept system that enables intuitive and expressive exploration of complex ontologies. FuzzyVis integrates two key components: a fuzzy logic-based querying model built on fuzzy ontology embeddings, and an interactive visual interface for building and interpreting queries. Users can construct new composite concepts by selecting and combining existing ontology concepts using logical operators such as conjunction, disjunction, and negation. These composite concepts are matched against the ontology using fuzzy membership-based embeddings, which capture degrees of membership and support approximate, concept-level similarity search. The visual interface supports browsing, query composition, and partial search without requiring formal syntax. By combining fuzzy semantics with embedding-based reasoning, FuzzyVis enables flexible interpretation, efficient computation, and exploratory learning. Case studies demonstrate how FuzzyVis supports subtle information needs and helps users uncover relevant concepts in large, complex ontologies."
"LLM Inference Serving: Survey of Recent Advances and Opportunities","https://scispace.com/paper/llm-inference-serving-survey-of-recent-advances-and-41oc39opb2oc","2024","Journal Article","arXiv.org","Baolin Li
Yankai Jiang
Vijay Gadepally
Devesh Tiwari","10.48550/arxiv.2407.12391","https://scispace.compdf/llm-inference-serving-survey-of-recent-advances-and-41oc39opb2oc.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper surveys LLM inference serving systems and does not discuss ontology engineering, visual editing, user studies, or AI‑agent pipeline integration.","This survey offers a comprehensive overview of recent advancements in Large Language Model (LLM) serving systems, focusing on research since the year 2023. We specifically examine system-level enhancements that improve performance and efficiency without altering the core LLM decoding mechanisms. By selecting and reviewing high-quality papers from prestigious ML and system venues, we highlight key innovations and practical considerations for deploying and scaling LLMs in real-world production environments. This survey serves as a valuable resource for LLM practitioners seeking to stay abreast of the latest developments in this rapidly evolving field."
"Ontology Evaluation Tools: Current and Future Research","https://scispace.com/paper/ontology-evaluation-tools-current-and-future-research-oblt3pxp","2022","Journal Article","Recent advances in computer science and communications","Narayan C. Debnath
Archana Patel","10.2174/2666255815666220411081837","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on evaluating existing ontologies; no tool for creation, no LLM generation, no visual editor, and lacks user studies or integration case studies.","

In recent years, the increasing interest in ontologies resulted in developing and publishing many ontologies in the same or different domains. When users try to reuse the existing ontologies in their applications, they may encounter problems determining the most appropriate ontology based on their needs. Ontology evaluation is a process that helps users to examine the quality of the ontology based on different attributes. Many accessible and usable tools for ontology evaluation have been studied in the literature. However, finding an efficient ontology evaluation tool, following ontology specifications and their requirements (advantages/disadvantages), is still missing, limiting the researchers from determining possible future research. This paper aims to help new researchers and practitioners to identify appropriate ontology evaluation tools based on their requirements and provides guidelines for future research directions on the same topic. This paper provides a detailed description of the different types of ontologies and classifies the available ontology evaluation tools into two categories, namely domain dependant ontology evaluation tools and domain independent ontology evaluation tools.
"
"A Case Study on Ontology Development for AI Based Decision Systems in Industry","https://scispace.com/paper/a-case-study-on-ontology-development-for-ai-based-decision-10d531np16","2024","Book Chapter","","Ricky Stanley D’Cruze
Mobyen Uddin Ahmed
Marcus Bengtsson
Atiq Ur Rehman
Peter Funk
Rickard Sohlberg","10.1007/978-3-031-39619-9_51","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes ontology development for maintenance work orders, but lacks a tool, LLM generation, visual UI, user studies, or open-source assets; only loosely mentions reuse across AI systems.","Ontology development plays a vital role as it provides a structured way to represent and organize knowledge. It has the potential to connect and integrate data from different sources, enabling a new class of AI-based services and systems such as decision support systems and recommender systems. However, in large manufacturing industries, the development of such ontology can be challenging. This paper presents a use case of an application ontology development based on machine breakdown work orders coming from a Computerized Maintenance Management System (CMMS). Here, the ontology is developed using a Knowledge Meta Process: Methodology for Ontology-based Knowledge Management. This ontology development methodology involves steps such as feasibility study, requirement specification, identifying relevant concepts and relationships, selecting appropriate ontology languages and tools, and evaluating the resulting ontology. Additionally, this ontology is developed using an iterative process and in close collaboration with domain experts, which can help to ensure that the resulting ontology is accurate, complete, and useful for the intended application. The developed ontology can be shared and reused across different AI systems within the organization, facilitating interoperability and collaboration between them. Overall, having a well-defined ontology is critical for enabling AI systems to effectively process and understand information. "
"KROMA: Ontology Matching with Knowledge Retrieval and Large Language Models","https://scispace.com/paper/kroma-ontology-matching-with-knowledge-retrieval-and-large-f1mxx86kq31q","2025","Journal Article","arXiv.org","Lam Nguyen
Erika Barcelos
Roger H. French
Yinghui Wu","10.48550/arxiv.2507.14032","https://scispace.compdf/kroma-ontology-matching-with-knowledge-retrieval-and-large-f1mxx86kq31q.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology matching via retrieval‑augmented LLMs; no tool, visual editor, generation, or pipeline integration components.","Ontology Matching (OM) is a cornerstone task of semantic interoperability, yet existing systems often rely on handcrafted rules or specialized models with limited adaptability. We present KROMA, a novel OM framework that harnesses Large Language Models (LLMs) within a Retrieval-Augmented Generation (RAG) pipeline to dynamically enrich the semantic context of OM tasks with structural, lexical, and definitional knowledge. To optimize both performance and efficiency, KROMA integrates a bisimilarity-based concept matching and a lightweight ontology refinement step, which prune candidate concepts and substantially reduce the communication overhead from invoking LLMs. Through experiments on multiple benchmark datasets, we show that integrating knowledge retrieval with context-augmented LLMs significantly enhances ontology matching, outperforming both classic OM systems and cutting-edge LLM-based approaches while keeping communication overhead comparable. Our study highlights the feasibility and benefit of the proposed optimization techniques (targeted knowledge retrieval, prompt enrichment, and ontology refinement) for ontology matching at scale."
"Using Large Language Models for OntoClean-based Ontology Refinement","https://scispace.com/paper/using-large-language-models-for-ontoclean-based-ontology-1yra3igtxh","2024","Journal Article","arXiv.org","Yihang Zhao
Neil Vetter
Kaveh Aryan","10.48550/arxiv.2403.15864","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to label OntoClean meta‑properties, but lacks a full ontology engineering tool, visual UI, user studies, open code, or pipeline integration.","This paper explores the integration of Large Language Models (LLMs) such as GPT-3.5 and GPT-4 into the ontology refinement process, specifically focusing on the OntoClean methodology. OntoClean, critical for assessing the metaphysical quality of ontologies, involves a two-step process of assigning meta-properties to classes and verifying a set of constraints. Manually conducting the first step proves difficult in practice, due to the need for philosophical expertise and lack of consensus among ontologists. By employing LLMs with two prompting strategies, the study demonstrates that high accuracy in the labelling process can be achieved. The findings suggest the potential for LLMs to enhance ontology refinement, proposing the development of plugin software for ontology tools to facilitate this integration."
"Accelerating Knowledge Graph and Ontology Engineering with Large
  Language Models","https://scispace.com/paper/accelerating-knowledge-graph-and-ontology-engineering-with-l1k5ld36curh","2024","Journal Article","","Cogan Shimizu
Pascal Hitzler","10.48550/arxiv.2411.09601","https://scispace.compdf/accelerating-knowledge-graph-and-ontology-engineering-with-l1k5ld36curh.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs for ontology alignment and population, but lacks a dedicated tool, visual UI, user studies, open‑source code, or pipeline case studies.","Large Language Models bear the promise of significant acceleration of key Knowledge Graph and Ontology Engineering tasks, including ontology modeling, extension, modification, population, alignment, as well as entity disambiguation. We lay out LLM-based Knowledge Graph and Ontology Engineering as a new and coming area of research, and argue that modular approaches to ontologies will be of central importance. "
"Reinvigorating Structured Knowledge and Ontologies for Trustworthy and Beneficial AI and Robotics","https://scispace.com/paper/reinvigorating-structured-knowledge-and-ontologies-for-jzxsaidsqhg9","2025","Journal Article","Frontiers in artificial intelligence and applications","Chun-yien Chang
Yi‐Ting Chen
Ying-ping Chen","10.3233/faia250489","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Position paper advocates reinvigorating ontologies for trustworthy AI; does not describe a concrete tool, LLM generation, visual editor, evaluations, open‑source code, or pipeline case study.","This position paper contends that as artificial intelligence (AI) and robotics advance at a rapid pace—transforming industries, healthcare, transportation, and more—the development of structured knowledge and formal ontologies struggles to keep up. This imbalance poses substantial risks, as increasingly powerful and autonomous systems can make decisions that are both opaque and difficult to verify. While AI and robotics research benefit from significant funding and widespread attention, ontology and structured knowledge efforts often remain under-resourced, under-integrated, and often sidelined—leaving a growing semantic gap in system design and governance. To address this gap, we argue that formal ontology research must be reinvigorated to keep pace with the accelerating demands of AI and robotics—not merely as a support function but as a core contributor to trustworthy and beneficial AI/robotics system design. This requires renewed investment in the academic foundations of ontology engineering, reintegration of semantic modeling into AI/robotics development workflows, and the lowering of practical barriers that have hindered broader adoption. Specifically, we advocate for ontology-augmented verification methods that incorporate semantic constraints into behavioral validation; for the institutionalization of semantic auditing practices that allow ontologies to serve as transparent, inspectable system referents; and for the adoption of FAIR publishing standards that treat ontologies as first-class research outputs. These directions, we argue, are essential to bridge the gap between AI/robotics and ontology research and to ensure that autonomous AI/robotics systems remain not only performant but also transparent, accountable, and ultimately beneficial to humanity. "
"Foundations for a Generic Ontology for Visualization: A Comprehensive Survey","https://scispace.com/paper/foundations-for-a-generic-ontology-for-visualization-a-ubtjl4zk635q","2025","Journal Article","Information","Suzana Loshkovska
Panče Panov","10.3390/info16100915","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey paper only reviews existing visualization ontologies; does not present a tool, LLM generation, visual editor, user study, open‑source code, or AI‑agent integration.","This paper surveys existing ontologies for visualization, which formally define and organize knowledge about visualization concepts, techniques, and tools. Although visualization is a mature field, the rapid growth of data complexity makes semantically rich frameworks increasingly essential for building intelligent and automated visualization systems. Current ontologies remain fragmented, heterogeneous, and inconsistent in terminology and modeling strategies, limiting their coverage and adoption. We present a systematic analysis of representative ontologies, highlighting shared themes and, most importantly, the gaps that hinder unification. These gaps provide the foundations for developing a comprehensive, generic ontology of visualization, aimed at unifying core concepts and supporting reuse across research and practice. "
"Depicting Vocabulary Summaries with Devos","https://scispace.com/paper/depicting-vocabulary-summaries-with-devos-2h66i16v","2023","Proceedings Article","The Web Conference","Ahmad Alobaid
Jhon Toledo
Oscar Corcho
María Poveda-Villalón","10.1145/3543873.3587359","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generating ontology diagrams via summarization strategies; lacks LLM generation, visual editing for lay users, lifecycle management, user studies, open‑source release, or AI‑agent integration.","Communicating ontologies to potential users is still a difficult and time-consuming task. Even for small ones, users need to invest time to determine whether to reuse them. Providing diagrams together with the ontologies facilitates the task of understanding the model from a user perspective. While some tools are available for depicting ontologies, and the code could also be inspected using ontology editors’ graphical interfaces, in many cases, the diagrams are too big or complex. The main objective of this demo is to present Devos, a system to generate ontology diagrams based on different strategies for summarizing the ontology."
"Increasing the LLM Accuracy for Question Answering: Ontologies to the
  Rescue!","https://scispace.com/paper/increasing-the-llm-accuracy-for-question-answering-2c8nftft1s","2024","Preprint","","Dean Allemang
Juan Sequeda","10.48550/arxiv.2405.11706","https://scispace.compdf/increasing-the-llm-accuracy-for-question-answering-2c8nftft1s.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology‑enhanced LLM QA accuracy; no tool, visual editor, user study, open‑source code, or pipeline case study presented.","There is increasing evidence that question-answering (QA) systems with Large Language Models (LLMs), which employ a knowledge graph/semantic representation of an enterprise SQL database (i.e. Text-to-SPARQL), achieve higher accuracy compared to systems that answer questions directly on SQL databases (i.e. Text-to-SQL). Our previous benchmark research showed that by using a knowledge graph, the accuracy improved from 16% to 54%. The question remains: how can we further improve the accuracy and reduce the error rate? Building on the observations of our previous research where the inaccurate LLM-generated SPARQL queries followed incorrect paths, we present an approach that consists of 1) Ontology-based Query Check (OBQC): detects errors by leveraging the ontology of the knowledge graph to check if the LLM-generated SPARQL query matches the semantic of ontology and 2) LLM Repair: use the error explanations with an LLM to repair the SPARQL query. Using the chat with the data benchmark, our primary finding is that our approach increases the overall accuracy to 72% including an additional 8% of ""I don't know"" unknown results. Thus, the overall error rate is 20%. These results provide further evidence that investing knowledge graphs, namely the ontology, provides higher accuracy for LLM powered question answering systems. "
"Proceedings of the 9th Illia O. Teplytskyi Workshop on Computer Simulation in Education (CoSinE 2021) co-located with 17th International Conference on ICT in Education, Research, and Industrial Applications: Integration, Harmonization, and Knowledge Transfer (ICTERI 2021), Kherson, Ukraine, October ","https://scispace.com/paper/proceedings-of-the-9th-illia-o-teplytskyi-workshop-on-2vi93sgq","2022","Report","","Арнольд Юхимович Ків
Сергій Олексійович Семеріков
Володимир Миколайович Соловйов
Andrii M. Striuk
А.М. Стрюк","10.31812/123456789/6983","https://scispace.com/pdf/proceedings-of-the-9th-illia-o-teplytskyi-workshop-on-2vi93sgq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes existing ontology editors (Protégé, SWOOP) and a multi‑agent platform, but lacks LLM generation, non‑technical visual UI, user studies, or AI‑agent pipeline integration.","Proceedings of the 9th Illia O. Teplytskyi Workshop on Computer Simulation in Education (CoSinE 2021) co-located with 17th International Conference on ICT in Education, Research, and Industrial Applications: Integration, Harmonization, and Knowledge Transfer (ICTERI 2021), Kherson, Ukraine, October 1, 2021"
"Large Language Models (LLMs): Deployment, Tokenomics and Sustainability","https://scispace.com/paper/large-language-models-llms-deployment-tokenomics-and-68w02jieb9","2024","Preprint","","Hao Dong
Shengrong Xie","10.48550/arxiv.2405.17147","https://scispace.compdf/large-language-models-llms-deployment-tokenomics-and-68w02jieb9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on LLM deployment strategies, token economics, and sustainability; contains no ontology tool, visual editor, user studies, or integration case studies.","The rapid advancement of Large Language Models (LLMs) has significantly impacted human-computer interaction, epitomized by the release of GPT-4o, which introduced comprehensive multi-modality capabilities. In this paper, we first explored the deployment strategies, economic considerations, and sustainability challenges associated with the state-of-the-art LLMs. More specifically, we discussed the deployment debate between Retrieval-Augmented Generation (RAG) and fine-tuning, highlighting their respective advantages and limitations. After that, we quantitatively analyzed the requirement of xPUs in training and inference. Additionally, for the tokenomics of LLM services, we examined the balance between performance and cost from the quality of experience (QoE)'s perspective of end users. Lastly, we envisioned the future hybrid architecture of LLM processing and its corresponding sustainability concerns, particularly in the environmental carbon footprint impact. Through these discussions, we provided a comprehensive overview of the operational and strategic considerations essential for the responsible development and deployment of LLMs. "
"LLMs4OL 2024 Overview: The 1st Large Language Models for Ontology
  Learning Challenge","https://scispace.com/paper/llms4ol-2024-overview-the-1st-large-language-models-for-18tq7doltjpe","2024","Journal Article","","Hamed Babaei Giglou
Jennifer D’Souza
Sören Auer","10.48550/arxiv.2409.10146","https://scispace.compdf/llms4ol-2024-overview-the-1st-large-language-models-for-18tq7doltjpe.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs for term typing, taxonomy, and relation extraction in a challenge setting, but provides no integrated tool, visual editor, user study, open‑source code, or AI‑agent pipeline case.","This paper outlines the LLMs4OL 2024, the first edition of the Large Language Models for Ontology Learning Challenge. LLMs4OL is a community development initiative collocated with the 23rd International Semantic Web Conference (ISWC) to explore the potential of Large Language Models (LLMs) in Ontology Learning (OL), a vital process for enhancing the web with structured knowledge to improve interoperability. By leveraging LLMs, the challenge aims to advance understanding and innovation in OL, aligning with the goals of the Semantic Web to create a more intelligent and user-friendly web. In this paper, we give an overview of the 2024 edition of the LLMs4OL challenge and summarize the contributions. "
